Acanthastrea,Acrhelia,Acropora,Alveopora,Anacropora,Astrea,Astreopora,Australomussa,Barabattoia,Blastomussa,Bleaching,Cantharellus,Caryophyllia,Catalaphyllia,Caulastrea,Coelastrea,Coeloseris,Coeloseris mayeri,Coscinaraea,Coscinaria,Ctenactis,Culicia,Cycloseris,Cyphastrea,DHW_from_90th_HS>1,Dendrophyllia,Diaseris,Diploastrea,Diploastrea heliopora,Dipsastraea,Distichopora,ENSO,Echinophyllia,Echinopora,Euphyllia,Favia,Favites,Fungia,Galaxea,Gardineroseris,Gardineroseris planulata,Goniastrea,Goniastrea favulus,Goniastrea pectinata,Goniastrea retiformis,Goniopora,Heliofungia,Heliopora,Herpolitha,Heteropsammia,Hydnophora,IOD,Isopora,Leptastrea,Leptoria,Leptoseris,Lithophyllon,Lobactis,Lobophyllia,Merulina,Micromussa,Millepora,Montastrea,Month,Montigyra,Montipora,Moselaya,Mycedium,Oulastrea crispata,Oulophyllia,Oxypora,Pachyseris,Pachyseris rugosa,Palauastrea,Pavona,Pavona clavus,Pectinia,Physogyra,Platygyra,Plerogyra,Plesiastrea,Pleurogyra,Pocillopora,Podabacia,Podobacia,Polyphyllia,Porites,Psammocora,Pseudosiderastrea,Reef_Andaman & Nicobar Islands,Reef_Ashmore Reef north-west Australia,Reef_Christmas Island Indian Ocean,Reef_Cocos Keeling Atolls Indian Ocean,Reef_Gulf of Kachchh,Reef_Gulf of Mannar,Reef_Houtman Abrolhos Islands west Australia,Reef_Kimberley Coast north-west Australia,Reef_Lakshadweep,Reef_Ningaloo Reef and coastal north-west Australia,Reef_Rowley Shoals west Australia,Reef_Scott Reef west Australia,Rhizopsammia,SST@90th_HS,SSTA@90th_HS,SST_MAX,SST_MIN,Salinity,Sandalolitha,Scapophyllia,Seriatopora,Siderastrea,Stylaster,Stylocoeniella,Stylophora,Symphyllia,Trachyphyllia,Tubastrea,Tubipora,Turbinaria,Year,fCO2,pH_total
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,9.3757,0,0,0,0,0,0,0.1294905,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.047564,0,1,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,30.817666666666664,2.0237966666666667,31.47,28.46,36.780468,0,0,0,1,0,0,0,1,0,0,0,1,2020,429.9525,8.0303955
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.65,1,0,0,0,1,0,0.1294905,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0.047564,0,1,1,0,0,0,1,1,0,0,0,6,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,30.006666666666668,1.1242766666666666,30.79,26.41,34.626553,0,0,1,0,0,0,1,1,0,0,0,1,2020,411.78473,8.030841
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.5157,1,0,0,0,1,0,0.1294905,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0.047564,0,1,1,0,0,0,1,1,0,0,0,6,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.774,0.96188,30.52,28.67,35.59207804166667,0,0,1,0,0,0,1,1,0,0,0,0,2020,396.92954375,8.051713354166667
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,1.4543,1,0,1,1,1,0,0.036513,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0.02522975,1,1,1,1,0,0,1,1,0,0,0,7,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,29.43548387096774,1.2675,30.16,28.39,33.12579725,0,0,1,1,0,0,1,1,0,0,0,1,2020,380.956885,8.0500243125
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,16.3914,0,0,0,0,0,0,0.036513,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.02522975,0,1,0,0,0,0,0,1,0,0,0,7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,30.54548387096774,2.270490322580645,31.64,29.37,36.762005,0,0,0,1,0,0,0,1,0,0,0,1,2020,433.97418,8.026361
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.65,1,0,0,0,1,0,0.036513,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0.02522975,0,1,1,0,0,0,1,1,0,0,0,7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,30.100967741935484,1.7106580645161291,31.06,26.08,34.75936,0,0,1,0,0,0,1,1,0,0,0,1,2020,422.59183,8.023126
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.5157,1,0,0,0,1,0,0.036513,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0.02522975,0,1,1,0,0,0,1,1,0,0,0,7,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28.871935483870967,1.057883870967742,29.9,27.89,35.875271125,0,0,1,0,0,0,1,1,0,0,0,0,2020,397.9620483333333,8.052217395833333
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.9857,1,0,1,1,1,0,-0.2167678,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,-0.4871261999999999,1,1,1,1,0,0,1,1,0,0,0,8,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,29.21451612903226,1.2404387096774194,30.04,28.45,32.9797911875,0,0,1,1,0,0,1,1,0,0,0,1,2020,375.740295625,8.0546084375
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,18.4957,0,0,0,0,0,0,-0.2167678,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.4871261999999999,0,1,0,0,0,0,0,1,0,0,0,8,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,29.62838709677419,2.0632774193548387,31.41,27.83,36.436203,0,0,0,1,0,0,0,1,0,0,0,1,2020,431.07025,8.028441
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0986,1,0,0,0,1,0,-0.2167678,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-0.4871261999999999,0,1,1,0,0,0,1,1,0,0,0,8,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,29.252903225806453,1.0407354838709677,30.68,25.51,34.870487,0,0,1,0,0,0,1,1,0,0,0,1,2020,409.56302,8.027556
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.1043,1,0,0,0,1,0,-0.2167678,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-0.4871261999999999,0,1,1,0,0,0,1,1,0,0,0,8,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28.49483870967742,0.8619322580645161,29.32,27.37,36.026615541666665,0,0,1,0,0,0,1,1,0,0,0,0,2020,400.5776329166667,8.050825375
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.0,1,0,1,1,1,0,-0.43220475,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,-0.429666,1,1,1,1,0,0,1,1,0,0,0,9,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,29.471666666666668,1.2649166666666667,30.33,28.51,32.9228064375,0,0,1,1,0,0,1,1,0,0,0,1,2020,374.214320625,8.055598999999999
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,15.5514,0,0,0,0,0,0,-0.43220475,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.429666,0,1,0,0,0,0,0,1,0,0,0,9,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,29.591666666666665,1.7775066666666668,30.58,27.96,35.92723,0,0,0,1,0,0,0,1,0,0,0,1,2020,448.9491,8.011484
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.43220475,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-0.429666,0,1,1,0,0,0,1,1,0,0,0,9,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,29.32633333333333,0.9800333333333332,30.43,25.27,34.882282,0,0,1,0,0,0,1,1,0,0,0,1,2020,410.25198,8.036229
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.43220475,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-0.429666,0,1,1,0,0,0,1,1,0,0,0,9,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28.52433333333333,0.5816166666666667,29.29,27.2,35.588200875,0,0,1,0,0,0,1,1,0,0,0,0,2020,402.52966875,8.047241062500001
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.0,1,0,1,1,1,0,-0.6184485,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,-0.1559607499999999,1,1,1,1,0,0,1,1,0,0,0,10,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,29.015483870967746,0.6450516129032259,29.55,28.12,32.7663553125,0,0,1,1,0,0,1,1,0,0,0,1,2020,373.332775,8.0566105
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,7.3,0,0,0,0,0,0,-0.6184485,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.1559607499999999,0,1,0,0,0,0,0,1,0,0,0,10,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,29.58967741935484,1.8045,30.3,27.76,36.471355,0,0,0,1,0,0,0,1,0,0,0,1,2020,445.60062,8.015803
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.6184485,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-0.1559607499999999,0,1,1,0,0,0,1,1,0,0,0,10,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,29.28,0.7915709677419355,30.04,25.73,34.730682,0,0,1,0,0,0,1,1,0,0,0,1,2020,401.77097,8.042615
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.6184485,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-0.1559607499999999,0,1,1,0,0,0,1,1,0,0,0,10,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28.72903225806452,0.4116129032258064,29.17,27.83,35.544961416666666,0,0,1,0,0,0,1,1,0,0,0,0,2020,404.288135,8.045679625
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.0,1,0,1,1,1,0,-0.6760268,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,-0.4218946,1,1,1,1,0,0,1,1,0,0,0,11,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,29.27,0.97615,29.76,28.49,32.7394125625,0,0,1,1,0,0,1,1,0,0,0,1,2020,380.11147625,8.05102325
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0614,0,0,0,0,0,0,-0.6760268,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.4218946,0,1,0,0,0,0,0,1,0,0,0,11,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,27.168666666666663,0.5324266666666666,28.76,23.84,36.454765,0,0,0,1,0,0,0,1,0,0,0,1,2020,430.3732,8.027441
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.6760268,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-0.4218946,0,1,1,0,0,0,1,1,0,0,0,11,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,29.237,1.1706066666666668,30.24,27.79,34.066612,0,0,1,0,0,0,1,1,0,0,0,1,2020,396.6273,8.037063
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.6760268,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-0.4218946,0,1,1,0,0,0,1,1,0,0,0,11,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.417,0.8781966666666666,29.98,28.58,35.827488375,0,0,1,0,0,0,1,1,0,0,0,0,2020,405.52734833333335,8.044683083333334
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.0,1,0,1,1,1,0,-0.821401,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,-0.8678319999999999,1,1,1,1,0,0,1,1,0,0,0,12,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28.73774193548387,0.7911032258064516,29.53,27.91,32.8894380625,0,0,1,1,0,0,1,1,0,0,0,1,2020,383.14639625,8.04833825
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.9171,0,0,0,0,0,0,-0.821401,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.8678319999999999,0,1,0,0,0,0,0,1,0,0,0,12,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,24.926774193548383,0.0007516129032258,26.14,20.7,36.514954,0,0,0,1,0,0,0,1,0,0,0,1,2020,436.92026,8.02217
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.821401,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-0.8678319999999999,0,1,1,0,0,0,1,1,0,0,0,12,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,28.186451612903223,0.5222903225806451,28.95,25.99,33.640495,0,0,1,0,0,0,1,1,0,0,0,1,2020,394.21375,8.032803
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.821401,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-0.8678319999999999,0,1,1,0,0,0,1,1,0,0,0,12,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.28354838709677,0.929683870967742,29.65,28.45,35.991312541666666,0,0,1,0,0,0,1,1,0,0,0,0,2020,410.6904666666667,8.041825375
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.0,1,0,1,1,1,0,-1.1045508,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,-1.6713079999999998,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28.42935483870967,0.8057870967741936,28.93,27.0,32.7984718125,0,0,1,1,0,0,1,1,0,0,0,1,2021,379.342735,8.05183215625
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6129,0,0,0,0,0,0,-1.1045508,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-1.6713079999999998,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,23.110645161290325,-0.4772967741935484,24.49,18.89,36.30223,0,0,0,1,0,0,0,1,0,0,0,1,2021,442.28897,8.017338
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,-1.1045508,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-1.6713079999999998,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,27.88225806451613,0.5092451612903226,28.55,26.15,32.895714,0,0,1,0,0,0,1,1,0,0,0,1,2021,384.20993,8.039552
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1,0,0,0,1,0,-1.1045508,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-1.6713079999999998,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.061290322580643,0.9420129032258064,29.44,28.25,34.809503541666665,0,0,1,0,0,0,1,1,0,0,0,0,2021,402.2272958333333,8.043784
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.0,1,0,1,1,1,0,-0.95600075,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,-1.6330895,1,1,1,1,0,0,1,1,0,0,0,2,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28.365714285714287,0.5703357142857143,28.75,27.02,32.6530286875,0,0,1,1,0,0,1,1,0,0,0,1,2021,378.205923125,8.05432553125
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,-0.95600075,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-1.6330895,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,24.361071428571428,0.6545392857142858,25.71,19.56,36.040756,0,0,0,1,0,0,0,1,0,0,0,1,2021,424.3797,8.031673
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.95600075,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-1.6330895,0,1,1,0,0,0,1,1,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,27.743214285714284,-0.01845,29.23,26.1,33.726124,0,0,1,0,0,0,1,1,0,0,0,1,2021,386.31982,8.043662
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.95600075,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-1.6330895,0,1,1,0,0,0,1,1,0,0,0,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.13178571428572,0.8374285714285714,29.53,28.17,34.546270666666665,0,0,1,0,0,0,1,1,0,0,0,0,2021,402.95714625,8.041112083333333
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.0,1,0,1,1,1,0,-0.597249,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,-0.8526815,1,1,1,1,0,0,1,1,0,0,0,3,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,29.366451612903223,0.6243483870967742,30.37,27.34,32.5751768125,0,0,1,1,0,0,1,1,0,0,0,1,2021,389.552555625,8.042603125
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,-0.597249,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.8526815,0,1,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,26.14741935483871,1.495916129032258,27.88,22.46,36.213436,0,0,0,1,0,0,0,1,0,0,0,1,2021,430.3089,8.026668
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.597249,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-0.8526815,0,1,1,0,0,0,1,1,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,29.080322580645163,0.2276193548387096,30.5,27.89,33.845047,0,0,1,0,0,0,1,1,0,0,0,1,2021,402.7033,8.037905
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.597249,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-0.8526815,0,1,1,0,0,0,1,1,0,0,0,3,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.95451612903226,0.9268032258064516,30.59,28.94,34.7076845,0,0,1,0,0,0,1,1,0,0,0,0,2021,403.0033291666667,8.041891895833333
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.0,1,0,1,1,1,0,-0.25913575,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,-1.250551,1,1,1,1,0,0,1,1,0,0,0,4,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30.154,0.4943233333333333,30.91,28.11,32.9157214375,0,0,1,1,0,0,1,1,0,0,0,1,2021,403.537550625,8.0305981875
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,-0.25913575,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-1.250551,0,1,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,28.457666666666668,2.043816666666667,30.12,25.57,36.2247,0,0,0,1,0,0,0,1,0,0,0,1,2021,441.7226,8.018711
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.25913575,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-1.250551,0,1,1,0,0,0,1,1,0,0,0,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,30.12066666666667,0.4304433333333333,31.26,28.69,34.12085,0,0,1,0,0,0,1,1,0,0,0,1,2021,402.91537,8.035163
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.25913575,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-1.250551,0,1,1,0,0,0,1,1,0,0,0,4,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.470333333333333,0.7980166666666667,31.2,29.31,34.923105541666665,0,0,1,0,0,0,1,1,0,0,0,0,2021,408.76647958333336,8.038028854166667
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,3.2857,1,0,1,1,1,0,0.0362489999999999,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,-0.6528693999999999,1,1,1,1,0,0,1,1,0,0,0,5,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30.781935483870967,1.101325806451613,32.0,29.31,32.797986875,0,0,1,1,0,0,1,1,0,0,0,1,2021,397.03462875,8.03589078125
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.5471,0,0,0,0,0,0,0.0362489999999999,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.6528693999999999,0,1,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,29.836451612903225,1.5385,30.49,27.71,36.479073,0,0,0,1,0,0,0,1,0,0,0,1,2021,442.17255,8.019194
